session_id,chain_id,n,delta,mu,alpha_lr,beta_exp,D,Delta,avg_price,converged,Z_hq
0,3,2,0.7351759189945131,0.12333375806286845,0.05198092092683648,4e-06,0,1.4071404596185549e-06,1.2463950331976295,1,0.7878787878787878
1,7,2,0.6656283014846704,0.11106252352247498,0.12123352197513003,4e-06,0,2.083466376229211e-06,1.2220254605241716,1,0.29559748427672955
2,7,2,0.6980029635605498,0.09445412909364219,0.22957211366788177,4e-06,0,0.0,1.1888903465899967,1,0.29559748427672955
3,9,2,0.6828668871134757,0.2394359934853531,0.06596927556660047,4e-06,1,0.381190587899338,1.6077516038879067,0,0.3924050632911392
4,8,2,0.7165093044638395,0.2629246300902365,0.21424942802611383,4e-06,0,0.0,1.4925262185065649,1,0.5949367088607594
5,0,2,0.6674490908700849,0.26847938267726484,0.28386916878162677,4e-06,1,0.2660886927104403,1.6639063644634637,0,0.42857142857142855
6,5,2,0.6663937409214988,0.4752655635292628,0.06951778363474104,4e-06,0,0.0,1.7694336407353504,1,0.13131313131313133
7,1,2,0.6531521931854984,0.5162946280491558,0.13003470878133916,4e-06,0,5.328893112980233e-06,1.8191894782707645,1,0.3018867924528302
8,2,2,0.7046674323656291,0.5065606579018704,0.2761428633384457,4e-06,1,0.3357701918832891,1.9349005342771963,0,0.8319327731092437
9,5,2,0.8527031627795556,0.10867358196069953,0.06893864677515621,4e-06,0,0.0,1.2172639773847922,1,0.13131313131313133
10,8,2,0.837213151345708,0.08588882037121615,0.13083366455269974,4e-06,1,0.5574634095318705,1.6702419684011232,0,0.5822784810126582
11,6,2,0.8153667553722702,0.12904835063774442,0.19951390685152587,4e-06,0,5.685488337130483e-07,1.2576884417459007,1,0.7142857142857143
12,1,2,0.8565101226042002,0.26758666994077834,0.07133679739378565,4e-06,0,0.0,1.499456737164582,1,0.3018867924528302
13,3,2,0.8315059282934173,0.2757392764377146,0.14426087025355155,4e-06,0,0.0,1.5114115872195162,1,0.7878787878787878
14,0,2,0.8046685114398607,0.22241643141995165,0.2649148223216129,4e-06,1,0.3630748859699196,1.5037562524710162,0,0.42857142857142855
15,2,2,0.8329098941465386,0.5047561907323014,0.06876771181902011,4e-06,1,0.6387097890794011,1.932709653041146,0,0.8319327731092437
16,0,2,0.8682710095022964,0.4801422217680005,0.13910838460304784,4e-06,1,0.7120159420375294,1.8363468846959874,0,0.42857142857142855
17,5,2,0.8694788992314233,0.4859179297939183,0.2503748235618306,4e-06,0,0.0,1.7823864617551928,1,0.13131313131313133
18,7,2,0.9678612470411977,0.11996155326918359,0.047045435464717296,4e-06,0,1.972490177146163e-06,1.2397123580852474,1,0.29559748427672955
19,7,2,0.8825066226416788,0.05658662582730739,0.11031901162936793,4e-06,0,1.386512199077186e-08,1.1131732527626022,1,0.29559748427672955
20,7,2,0.9659909690689374,0.07283562833919818,0.2386551233788183,4e-06,0,1.1436918938778216e-06,1.1456714218063389,1,0.29559748427672955
21,7,2,0.9795006227386834,0.2219914695997037,0.0438368732639711,4e-06,1,0.7895146693212003,1.7480510967149305,1,0.2893081761006289
22,7,2,0.9364386769639774,0.2752092441237219,0.09818038730422954,4e-06,0,0.0,1.510640492602798,1,0.29559748427672955
23,4,2,0.9262340017721282,0.20661826436834635,0.2521638852314161,4e-06,0,4.3813021526309685e-06,1.4023839116600803,1,0.0
24,4,2,0.9593070484541881,0.5006555643657032,0.09805336673962747,4e-06,0,8.597723661881227e-06,1.80026684641363,1,0.0
25,0,2,0.9571710253982526,0.5065999005191529,0.1907756272572131,4e-06,1,0.8406282777569436,2.1511187734450905,1,0.42857142857142855
26,0,2,0.9642748423659804,0.5438990867365868,0.21433710837031447,4e-06,1,0.9850593949831562,2.230457787618634,1,0.42857142857142855
27,8,3,0.6844076078737692,0.058699415573310744,0.06905452840443213,4e-06,1,0.6285111244411268,1.5681109984064363,0,0.5822784810126582
28,9,3,0.6411677482198936,0.06953262756377376,0.15940541542350586,4e-06,1,0.1883991893811141,1.0928798507838209,0,0.3924050632911392
29,6,3,0.8165544986402932,0.1124322829982799,0.22031385639904408,4e-06,1,0.36976110042154253,1.4733162980742938,0,0.7058823529411765
30,5,3,0.7107084584937534,0.22561176714069023,0.03753928219460945,4e-06,0,0.0,1.3355266913124206,1,0.13131313131313133
31,2,3,0.7426392092315057,0.25471145702336034,0.14524095488883934,4e-06,1,0.4598225847914392,1.6010549453643783,0,0.8319327731092437
32,0,3,0.6330126822118257,0.23541076272780007,0.24838652347545037,4e-06,1,0.3963337078720485,1.522206203795136,0,0.42857142857142855
33,2,3,0.7393095804409222,0.48502113204382546,0.014451687007489264,4e-06,1,0.6752360855080776,1.9133002272015371,0,0.8319327731092437
34,6,3,0.6709909574185698,0.5638540919730549,0.12535839962326842,4e-06,0,0.0,1.7749625469926589,1,0.7142857142857143
35,1,3,0.7372629205149697,0.5115485289831759,0.24530086307025728,4e-06,0,0.0,1.7107418043972131,1,0.3018867924528302
36,6,3,0.8238084921828244,0.11338216604446243,0.0363504955897766,4e-06,1,0.44553371527703667,1.7260003656510092,0,0.7058823529411765
37,9,3,0.8569035167088848,0.14737273769231304,0.15479974840720315,4e-06,0,0.0,1.2208714179053886,1,0.4050632911392405
38,6,3,0.8614330455841017,0.13918005225120475,0.25658147504091566,4e-06,1,0.7086328532670327,1.641912272652533,0,0.7058823529411765
39,2,3,0.8671502575384645,0.2960726797598798,0.055497033116657185,4e-06,0,0.0,1.433922459688825,1,0.8403361344537815
