session_id,chain_id,n,delta,mu,alpha_lr,beta_exp,D,Delta,avg_price,converged,Z_hq
260,17,3,0.85,0.5,0.25,4e-06,0,0.0,1.6964659978336643,1,0.5128205128205128
261,18,3,0.95,0.1,0.05,4e-06,1,0.23218298929665643,1.430678632867546,0,0.8717948717948718
262,19,3,0.95,0.1,0.15,4e-06,1,0.20806357871186326,1.4306786328675463,0,0.5641025641025641
263,20,3,0.95,0.1,0.25,4e-06,1,0.1568585892237727,1.4941259193343281,0,0.6923076923076923
264,21,3,0.95,0.25,0.05,4e-06,0,7.231755320887463e-07,1.3701630302731838,1,0.5641025641025641
265,22,3,0.95,0.25,0.15,4e-06,1,0.2575933976615871,1.5191138877854733,0,0.5641025641025641
266,23,3,0.95,0.25,0.25,4e-06,1,0.23599022036850123,1.5191138877854733,0,0.41025641025641024
267,24,3,0.95,0.5,0.05,4e-06,0,0.0,1.6964659978336785,1,0.358974358974359
268,25,3,0.95,0.5,0.15,4e-06,0,0.0,1.6964659978336902,1,0.41025641025641024
269,26,3,0.95,0.5,0.25,4e-06,0,0.0,1.6964659978336787,1,0.38461538461538464
270,0,2,0.7,0.1,0.05,4e-06,0,5.878761183951517e-06,1.1999698041802755,1,0.6153846153846154
271,1,2,0.7,0.1,0.15,4e-06,0,5.87876118409868e-06,1.1999698041802702,1,0.6153846153846154
272,2,2,0.7,0.1,0.25,4e-06,1,0.2207416764862708,1.6194336463756513,0,0.6153846153846154
273,3,2,0.7,0.25,0.05,4e-06,0,0.0,1.4729266208270522,1,0.5384615384615384
274,4,2,0.7,0.25,0.15,4e-06,0,0.0,1.4729266208269678,1,0.5897435897435898
275,5,2,0.7,0.25,0.25,4e-06,0,0.0,1.4729266208269167,1,0.48717948717948717
276,6,2,0.7,0.5,0.05,4e-06,1,0.2053414993053585,1.9640441762857193,1,0.48717948717948717
277,7,2,0.7,0.5,0.15,4e-06,1,0.21635608958742666,1.905250121828721,1,0.5128205128205128
278,8,2,0.7,0.5,0.25,4e-06,0,8.747384673568709e-06,1.7994726558974035,1,0.48717948717948717
279,9,2,0.85,0.1,0.05,4e-06,0,5.87876118777775e-06,1.199969804180276,1,0.6923076923076923
280,10,2,0.85,0.1,0.15,4e-06,0,5.878761187973967e-06,1.1999698041802824,1,0.6666666666666666
281,11,2,0.85,0.1,0.25,4e-06,1,0.24519355071603596,1.446277922991602,0,0.48717948717948717
282,12,2,0.85,0.25,0.05,4e-06,1,0.29305756166604907,1.4707349919892372,0,0.4358974358974359
283,13,2,0.85,0.25,0.15,4e-06,0,0.0,1.4729266208269918,1,0.5384615384615384
284,14,2,0.85,0.25,0.25,4e-06,1,0.2534001207010098,1.4707349919892374,0,0.5384615384615384
285,15,2,0.85,0.5,0.05,4e-06,1,0.2436529080210504,2.081632285199716,1,0.41025641025641024
286,16,2,0.85,0.5,0.15,4e-06,0,8.747384673568709e-06,1.7994726558972651,1,0.46153846153846156
287,17,2,0.85,0.5,0.25,4e-06,0,8.747384676078556e-06,1.7994726558973957,1,0.5128205128205128
288,18,2,0.95,0.1,0.05,4e-06,0,5.8787611841477346e-06,1.1999698041802747,1,0.8974358974358975
289,19,2,0.95,0.1,0.15,4e-06,1,0.29263624477854255,1.4029889921455898,0,0.5641025641025641
290,20,2,0.95,0.1,0.25,4e-06,1,0.27646163164123705,1.316411130453565,0,0.6923076923076923
291,21,2,0.95,0.25,0.05,4e-06,0,0.0,1.4729266208269687,1,0.5641025641025641
292,22,2,0.95,0.25,0.15,4e-06,0,0.0,1.4729266208268403,1,0.5897435897435898
293,23,2,0.95,0.25,0.25,4e-06,0,0.0,1.4729266208270118,1,0.4358974358974359
294,24,2,0.95,0.5,0.05,4e-06,1,0.38352075733799895,1.9346471490572201,1,0.3333333333333333
295,25,2,0.95,0.5,0.15,4e-06,1,0.24796108450080132,1.7288679584577253,1,0.38461538461538464
296,26,2,0.95,0.5,0.25,4e-06,0,8.74738464219563e-06,1.799472655897255,1,0.38461538461538464
297,0,3,0.7,0.1,0.05,4e-06,0,3.4511726326603354e-06,1.1499971636448034,1,0.6153846153846154
298,1,3,0.7,0.1,0.15,4e-06,1,0.10783481076002506,1.4624022761009374,0,0.5897435897435898
299,2,3,0.7,0.1,0.25,4e-06,1,0.09145257454745336,1.272060416700591,0,0.6153846153846154
300,3,3,0.7,0.25,0.05,4e-06,1,0.27121303904427935,1.602097607252561,0,0.5128205128205128
301,4,3,0.7,0.25,0.15,4e-06,1,0.19000247466664089,1.4637914081407477,0,0.5641025641025641
302,5,3,0.7,0.25,0.25,4e-06,1,0.17459346243737114,1.4084689284960223,0,0.46153846153846156
303,6,3,0.7,0.5,0.05,4e-06,1,0.36168872395626284,2.029723762829947,1,0.48717948717948717
304,7,3,0.7,0.5,0.15,4e-06,0,0.0,1.6964659978336307,1,0.5384615384615384
305,8,3,0.7,0.5,0.25,4e-06,0,0.0,1.696465997833614,1,0.48717948717948717
306,9,3,0.85,0.1,0.05,4e-06,1,0.23252835464959948,1.272060416700591,0,0.6666666666666666
307,10,3,0.85,0.1,0.15,4e-06,1,0.1440530374306826,1.398954989634155,0,0.6410256410256411
308,11,3,0.85,0.1,0.25,4e-06,0,3.451172632851982e-06,1.1499971636448088,1,0.5128205128205128
309,12,3,0.85,0.25,0.05,4e-06,1,0.2504766709582576,1.5744363674301984,0,0.4358974358974359
310,13,3,0.85,0.25,0.15,4e-06,0,7.231755453426115e-07,1.3701630302731713,1,0.5384615384615384
311,14,3,0.85,0.25,0.25,4e-06,0,7.231755320887463e-07,1.3701630302731111,1,0.5641025641025641
312,15,3,0.85,0.5,0.05,4e-06,1,0.38588294984740834,1.9214097369304042,1,0.41025641025641024
313,16,3,0.85,0.5,0.15,4e-06,1,0.35741119305157143,1.8943312304555182,1,0.4358974358974359
314,17,3,0.85,0.5,0.25,4e-06,1,0.2758043532465665,1.7860172045559752,1,0.48717948717948717
315,18,3,0.95,0.1,0.05,4e-06,1,0.23634669589864352,1.3672313464007642,0,0.8717948717948718
316,19,3,0.95,0.1,0.15,4e-06,1,0.20415979486154362,1.3672313464007642,0,0.5641025641025641
317,20,3,0.95,0.1,0.25,4e-06,1,0.15816259031462734,1.430678632867546,0,0.6923076923076923
318,21,3,0.95,0.25,0.05,4e-06,1,0.25149805110913587,1.6574200868972866,0,0.5384615384615384
319,22,3,0.95,0.25,0.15,4e-06,1,0.24560006060777775,1.7404038063643743,0,0.5641025641025641
320,23,3,0.95,0.25,0.25,4e-06,1,0.23499715907669277,1.4914526479631105,0,0.41025641025641024
321,24,3,0.95,0.5,0.05,4e-06,0,0.0,1.6964659978336825,1,0.358974358974359
322,25,3,0.95,0.5,0.15,4e-06,1,0.3483512170469731,1.9484882434052897,1,0.38461538461538464
323,26,3,0.95,0.5,0.25,4e-06,1,0.31663099456311755,1.7860172045559752,1,0.358974358974359
324,0,2,0.7,0.1,0.05,4e-06,1,0.2924572179749526,1.3597000612995773,0,0.5897435897435898
325,1,2,0.7,0.1,0.15,4e-06,0,5.878761184196789e-06,1.199969804180267,1,0.6153846153846154
326,2,2,0.7,0.1,0.25,4e-06,0,5.878761187973967e-06,1.1999698041802709,1,0.6410256410256411
327,3,2,0.7,0.25,0.05,4e-06,0,0.0,1.472926620826943,1,0.5384615384615384
328,4,2,0.7,0.25,0.15,4e-06,0,0.0,1.4729266208269394,1,0.5897435897435898
329,5,2,0.7,0.25,0.25,4e-06,0,0.0,1.4729266208272151,1,0.48717948717948717
330,6,2,0.7,0.5,0.05,4e-06,0,8.747384676078556e-06,1.7994726558973957,1,0.5128205128205128
331,7,2,0.7,0.5,0.15,4e-06,0,8.747384676078556e-06,1.7994726558973957,1,0.5384615384615384
332,8,2,0.7,0.5,0.25,4e-06,0,8.747384676078556e-06,1.7994726558974112,1,0.48717948717948717
333,9,2,0.85,0.1,0.05,4e-06,0,5.878761184245843e-06,1.1999698041802753,1,0.6923076923076923
334,10,2,0.85,0.1,0.15,4e-06,0,5.878761183951517e-06,1.1999698041802676,1,0.6666666666666666
335,11,2,0.85,0.1,0.25,4e-06,0,5.87876118409868e-06,1.1999698041802727,1,0.5128205128205128
336,12,2,0.85,0.25,0.05,4e-06,0,0.0,1.4729266208269958,1,0.46153846153846156
337,13,2,0.85,0.25,0.15,4e-06,1,0.2791307557544631,1.4381322146696862,0,0.5128205128205128
338,14,2,0.85,0.25,0.25,4e-06,0,0.0,1.472926620827069,1,0.5641025641025641
339,15,2,0.85,0.5,0.05,4e-06,1,0.22259896854792613,1.8464560673717223,1,0.41025641025641024
340,16,2,0.85,0.5,0.15,4e-06,1,0.2608643127663998,1.8170590401432232,1,0.4358974358974359
341,17,2,0.85,0.5,0.25,4e-06,1,0.24509926401198479,1.8464560673717223,1,0.48717948717948717
342,18,2,0.95,0.1,0.05,4e-06,1,0.3239800642682205,1.446277922991602,0,0.8717948717948718
343,19,2,0.95,0.1,0.15,4e-06,1,0.28904032723964357,1.5328557846836266,0,0.5641025641025641
344,20,2,0.95,0.1,0.25,4e-06,1,0.2826042411618603,1.6627225772216638,0,0.6923076923076923
345,21,2,0.95,0.25,0.05,4e-06,1,0.34341110675930975,1.6011461012674417,0,0.5384615384615384
346,22,2,0.95,0.25,0.15,4e-06,0,0.0,1.4729266208269074,1,0.5897435897435898
347,23,2,0.95,0.25,0.25,4e-06,0,0.0,1.4729266208267937,1,0.4358974358974359
348,24,2,0.95,0.5,0.05,4e-06,1,0.3938781247585736,1.8170590401432232,1,0.3333333333333333
349,25,2,0.95,0.5,0.15,4e-06,1,0.2425125096576419,1.9346471490572201,1,0.38461538461538464
350,26,2,0.95,0.5,0.25,4e-06,0,8.74738464219563e-06,1.7994726558973064,1,0.38461538461538464
351,0,3,0.7,0.1,0.05,4e-06,0,3.4511726323409235e-06,1.1499971636448103,1,0.6153846153846154
352,1,3,0.7,0.1,0.15,4e-06,1,0.10333772127969584,1.4941259193343281,0,0.5897435897435898
353,2,3,0.7,0.1,0.25,4e-06,1,0.09864803343678945,1.3672313464007642,0,0.6153846153846154
354,3,3,0.7,0.25,0.05,4e-06,1,0.24752172314016369,1.7957262860091,0,0.5128205128205128
355,4,3,0.7,0.25,0.15,4e-06,1,0.1937529051749823,1.5191138877854733,0,0.5641025641025641
356,5,3,0.7,0.25,0.25,4e-06,1,0.1681262642778256,1.38080768867366,0,0.46153846153846156
357,6,3,0.7,0.5,0.05,4e-06,1,0.3647614949918406,1.7860172045559752,1,0.48717948717948717
358,7,3,0.7,0.5,0.15,4e-06,1,0.3153087457729664,1.9755667498801754,1,0.5128205128205128
359,8,3,0.7,0.5,0.25,4e-06,0,0.0,1.696465997833655,1,0.48717948717948717
360,9,3,0.85,0.1,0.05,4e-06,0,3.4511726321173356e-06,1.1499971636448132,1,0.6923076923076923
361,10,3,0.85,0.1,0.15,4e-06,0,3.4511726296578657e-06,1.1499971636448194,1,0.6666666666666666
362,11,3,0.85,0.1,0.25,4e-06,0,3.4511726319256884e-06,1.1499971636448147,1,0.5128205128205128
363,12,3,0.85,0.25,0.05,4e-06,1,0.26804117964282576,1.4914526479631105,0,0.4358974358974359
364,13,3,0.85,0.25,0.15,4e-06,1,0.25922895639721155,1.685081326719649,0,0.5128205128205128
365,14,3,0.85,0.25,0.25,4e-06,0,7.231755471596737e-07,1.3701630302731378,1,0.5641025641025641
366,15,3,0.85,0.5,0.05,4e-06,1,0.36846128778535875,1.8130957110308612,1,0.41025641025641024
367,16,3,0.85,0.5,0.15,4e-06,1,0.35142119217662576,2.029723762829947,1,0.4358974358974359
368,17,3,0.85,0.5,0.25,4e-06,1,0.2719308833272623,2.1380377887294895,1,0.48717948717948717
369,18,3,0.95,0.1,0.05,4e-06,1,0.23383511566027584,1.1768894870004178,0,0.8717948717948718
370,19,3,0.95,0.1,0.15,4e-06,1,0.19920613239026744,1.5258495625677193,0,0.5641025641025641
371,20,3,0.95,0.1,0.25,4e-06,1,0.15980120362385958,1.4624022761009374,0,0.6923076923076923
372,21,3,0.95,0.25,0.05,4e-06,1,0.25087692411586304,1.6574200868972866,0,0.5384615384615384
373,22,3,0.95,0.25,0.15,4e-06,1,0.25768630866302467,1.768065046186737,0,0.5641025641025641
374,23,3,0.95,0.25,0.25,4e-06,1,0.22357524151293,1.5467751276078356,0,0.41025641025641024
375,24,3,0.95,0.5,0.05,4e-06,0,0.0,1.6964659978337113,1,0.358974358974359
376,25,3,0.95,0.5,0.15,4e-06,0,0.0,1.6964659978335532,1,0.41025641025641024
377,26,3,0.95,0.5,0.25,4e-06,0,0.0,1.6964659978336243,1,0.38461538461538464
378,0,2,0.7,0.1,0.05,4e-06,1,0.2912919696724924,1.3597000612995775,0,0.5897435897435898
379,1,2,0.7,0.1,0.15,4e-06,0,5.878761184245843e-06,1.199969804180281,1,0.6153846153846154
380,2,2,0.7,0.1,0.25,4e-06,1,0.21552422593507609,1.446277922991602,0,0.6153846153846154
381,3,2,0.7,0.25,0.05,4e-06,0,0.0,1.4729266208269154,1,0.5384615384615384
382,4,2,0.7,0.25,0.15,4e-06,0,0.0,1.472926620826758,1,0.5897435897435898
383,5,2,0.7,0.25,0.25,4e-06,0,0.0,1.4729266208269092,1,0.48717948717948717
384,6,2,0.7,0.5,0.05,4e-06,0,8.747384673568709e-06,1.7994726558973442,1,0.5128205128205128
385,7,2,0.7,0.5,0.15,4e-06,0,8.747384673568709e-06,1.7994726558972651,1,0.5384615384615384
386,8,2,0.7,0.5,0.25,4e-06,0,8.747384676078556e-06,1.7994726558973522,1,0.48717948717948717
387,9,2,0.85,0.1,0.05,4e-06,0,5.878761184245843e-06,1.1999698041802753,1,0.6923076923076923
388,10,2,0.85,0.1,0.15,4e-06,1,0.2571404465786961,1.446277922991602,0,0.6410256410256411
389,11,2,0.85,0.1,0.25,4e-06,0,5.8787611843439514e-06,1.199969804180269,1,0.5128205128205128
390,12,2,0.85,0.25,0.05,4e-06,0,0.0,1.4729266208269112,1,0.46153846153846156
391,13,2,0.85,0.25,0.15,4e-06,1,0.2726492891809751,1.5359405466283396,0,0.5128205128205128
392,14,2,0.85,0.25,0.25,4e-06,1,0.25326055141740605,1.601146101267442,0,0.5384615384615384
393,15,2,0.85,0.5,0.05,4e-06,0,8.747384676078556e-06,1.7994726558972376,1,0.4358974358974359
394,16,2,0.85,0.5,0.15,4e-06,0,8.747384647215324e-06,1.7994726558973706,1,0.46153846153846156
395,17,2,0.85,0.5,0.25,4e-06,0,8.747384676078556e-06,1.7994726558973522,1,0.5128205128205128
396,18,2,0.95,0.1,0.05,4e-06,1,0.3189038765241669,1.6627225772216638,0,0.8717948717948718
397,19,2,0.95,0.1,0.15,4e-06,0,5.87876118777775e-06,1.1999698041802775,1,0.5897435897435898
398,20,2,0.95,0.1,0.25,4e-06,0,5.8787611862080135e-06,1.1999698041802778,1,0.717948717948718
399,21,2,0.95,0.25,0.05,4e-06,0,0.0,1.4729266208270095,1,0.5641025641025641
400,22,2,0.95,0.25,0.15,4e-06,0,0.0,1.4729266208268876,1,0.5897435897435898
401,23,2,0.95,0.25,0.25,4e-06,0,0.0,1.472926620826959,1,0.4358974358974359
402,24,2,0.95,0.5,0.05,4e-06,0,8.747384676078556e-06,1.7994726558974112,1,0.358974358974359
403,25,2,0.95,0.5,0.15,4e-06,0,8.747384676078556e-06,1.7994726558973522,1,0.41025641025641024
404,26,2,0.95,0.5,0.25,4e-06,0,8.7473846459604e-06,1.7994726558974024,1,0.38461538461538464
405,0,3,0.7,0.1,0.05,4e-06,1,0.19460294559723507,1.5258495625677193,0,0.5897435897435898
406,1,3,0.7,0.1,0.15,4e-06,1,0.10554409016581903,1.272060416700591,0,0.5897435897435898
407,2,3,0.7,0.1,0.25,4e-06,1,0.0966006405446043,1.2403367734672,0,0.6153846153846154
408,3,3,0.7,0.25,0.05,4e-06,0,7.23175551114456e-07,1.3701630302731864,1,0.5384615384615384
409,4,3,0.7,0.25,0.15,4e-06,1,0.17970448263610356,1.5191138877854733,0,0.5641025641025641
410,5,3,0.7,0.25,0.25,4e-06,0,7.231755389294508e-07,1.3701630302731689,1,0.48717948717948717
411,6,3,0.7,0.5,0.05,4e-06,1,0.3593440484052455,2.002645256355061,1,0.48717948717948717
412,7,3,0.7,0.5,0.15,4e-06,1,0.3219990242784845,1.8401742175057467,1,0.5128205128205128
413,8,3,0.7,0.5,0.25,4e-06,0,0.0,1.6964659978337693,1,0.48717948717948717
414,9,3,0.85,0.1,0.05,4e-06,1,0.22437308886521054,1.335507703167373,0,0.6666666666666666
415,10,3,0.85,0.1,0.15,4e-06,1,0.13595745860240332,1.1134422005336357,0,0.6410256410256411
416,11,3,0.85,0.1,0.25,4e-06,0,3.4511726304563946e-06,1.1499971636448165,1,0.5128205128205128
417,12,3,0.85,0.25,0.05,4e-06,0,7.231755124217204e-07,1.370163030273163,1,0.46153846153846156
418,13,3,0.85,0.25,0.15,4e-06,1,0.22624231015667381,1.4914526479631105,0,0.5128205128205128
419,14,3,0.85,0.25,0.25,4e-06,0,7.231755550692383e-07,1.3701630302731598,1,0.5641025641025641
420,15,3,0.85,0.5,0.05,4e-06,0,0.0,1.6964659978336425,1,0.4358974358974359
421,16,3,0.85,0.5,0.15,4e-06,1,0.3471335389637769,1.8672527239806325,1,0.4358974358974359
422,17,3,0.85,0.5,0.25,4e-06,1,0.26926482447717803,1.7589386980810897,1,0.48717948717948717
423,18,3,0.95,0.1,0.05,4e-06,1,0.22357618159981263,1.6210204922678926,0,0.8717948717948718
424,19,3,0.95,0.1,0.15,4e-06,1,0.20935437342743404,1.335507703167373,0,0.5641025641025641
425,20,3,0.95,0.1,0.25,4e-06,0,3.451172635055923e-06,1.1499971636448179,1,0.717948717948718
426,21,3,0.95,0.25,0.05,4e-06,0,7.23175561268627e-07,1.3701630302731747,1,0.5641025641025641
427,22,3,0.95,0.25,0.15,4e-06,0,7.231755292028239e-07,1.3701630302731902,1,0.5897435897435898
428,23,3,0.95,0.25,0.25,4e-06,1,0.23964327461046842,1.4914526479631105,0,0.41025641025641024
429,24,3,0.95,0.5,0.05,4e-06,0,0.0,1.6964659978336034,1,0.358974358974359
430,25,3,0.95,0.5,0.15,4e-06,0,0.0,1.6964659978336403,1,0.41025641025641024
431,26,3,0.95,0.5,0.25,4e-06,1,0.32153779959328493,1.623546165706661,1,0.358974358974359
432,0,2,0.7,0.1,0.05,4e-06,0,5.878761184393006e-06,1.1999698041802698,1,0.6153846153846154
433,1,2,0.7,0.1,0.15,4e-06,1,0.2438735446334093,1.706011508067676,0,0.5897435897435898
434,2,2,0.7,0.1,0.25,4e-06,0,5.8787611876305875e-06,1.199969804180277,1,0.6410256410256411
435,3,2,0.7,0.25,0.05,4e-06,1,0.28086254349447026,1.5359405466283396,0,0.5128205128205128
436,4,2,0.7,0.25,0.15,4e-06,0,0.0,1.4729266208268803,1,0.5897435897435898
437,5,2,0.7,0.25,0.25,4e-06,0,0.0,1.4729266208269087,1,0.48717948717948717
438,6,2,0.7,0.5,0.05,4e-06,1,0.27242934752445014,1.7288679584577253,1,0.48717948717948717
439,7,2,0.7,0.5,0.15,4e-06,0,8.747384673568709e-06,1.7994726558972651,1,0.5384615384615384
440,8,2,0.7,0.5,0.25,4e-06,1,0.25025571797886204,2.022838230742718,1,0.46153846153846156
441,9,2,0.85,0.1,0.05,4e-06,1,0.26862313663212206,1.5328557846836266,0,0.6666666666666666
442,10,2,0.85,0.1,0.15,4e-06,1,0.26394514383835554,1.4029889921455898,0,0.6410256410256411
443,11,2,0.85,0.1,0.25,4e-06,0,5.878761184245843e-06,1.1999698041802753,1,0.5128205128205128
444,12,2,0.85,0.25,0.05,4e-06,0,0.0,1.4729266208268519,1,0.46153846153846156
445,13,2,0.85,0.25,0.15,4e-06,1,0.2968235340130074,1.6011461012674417,0,0.5128205128205128
446,14,2,0.85,0.25,0.25,4e-06,0,0.0,1.47292662082683,1,0.5641025641025641
447,15,2,0.85,0.5,0.05,4e-06,0,8.747384676078556e-06,1.7994726558972929,1,0.4358974358974359
448,16,2,0.85,0.5,0.15,4e-06,0,8.747384676078556e-06,1.7994726558973166,1,0.46153846153846156
449,17,2,0.85,0.5,0.25,4e-06,0,8.747384648470247e-06,1.799472655897317,1,0.5128205128205128
450,18,2,0.95,0.1,0.05,4e-06,1,0.3135913821659639,1.4895668538376143,0,0.8717948717948718
451,19,2,0.95,0.1,0.15,4e-06,0,5.8787611841477346e-06,1.1999698041802747,1,0.5897435897435898
452,20,2,0.95,0.1,0.25,4e-06,1,0.27638382970006636,1.6627225772216638,0,0.6923076923076923
453,21,2,0.95,0.25,0.05,4e-06,1,0.2969889902263901,1.5359405466283396,0,0.5384615384615384
454,22,2,0.95,0.25,0.15,4e-06,1,0.3735414106583573,1.5359405466283396,0,0.5641025641025641
455,23,2,0.95,0.25,0.25,4e-06,0,0.0,1.4729266208268492,1,0.4358974358974359
456,24,2,0.95,0.5,0.05,4e-06,0,8.747384673568709e-06,1.7994726558973244,1,0.358974358974359
457,25,2,0.95,0.5,0.15,4e-06,0,8.747384673568709e-06,1.7994726558973442,1,0.41025641025641024
458,26,2,0.95,0.5,0.25,4e-06,0,8.747384640940707e-06,1.799472655897345,1,0.38461538461538464
459,0,3,0.7,0.1,0.05,4e-06,1,0.20215718671051056,1.1768894870004178,0,0.5897435897435898
460,1,3,0.7,0.1,0.15,4e-06,1,0.10393673297274988,1.335507703167373,0,0.5897435897435898
461,2,3,0.7,0.1,0.25,4e-06,1,0.09317241031893737,1.5258495625677193,0,0.6153846153846154
462,3,3,0.7,0.25,0.05,4e-06,1,0.2608746581236677,1.5467751276078359,0,0.5128205128205128
463,4,3,0.7,0.25,0.15,4e-06,1,0.18144373837184363,1.4637914081407477,0,0.5641025641025641
464,5,3,0.7,0.25,0.25,4e-06,0,7.231755481216477e-07,1.3701630302732024,1,0.48717948717948717
465,6,3,0.7,0.5,0.05,4e-06,0,0.0,1.6964659978336147,1,0.5128205128205128
466,7,3,0.7,0.5,0.15,4e-06,1,0.32029060023755385,1.7589386980810895,1,0.5128205128205128
467,8,3,0.7,0.5,0.25,4e-06,1,0.2309732013094349,2.1380377887294895,1,0.46153846153846156
468,9,3,0.85,0.1,0.05,4e-06,1,0.23451185966012925,1.335507703167373,0,0.6666666666666666
469,10,3,0.85,0.1,0.15,4e-06,1,0.14343858790207015,1.3672313464007642,0,0.6410256410256411
470,11,3,0.85,0.1,0.25,4e-06,1,0.1146910302526961,1.4306786328675463,0,0.48717948717948717
471,12,3,0.85,0.25,0.05,4e-06,0,7.23175550900684e-07,1.3701630302731769,1,0.46153846153846156
472,13,3,0.85,0.25,0.15,4e-06,1,0.23247312564602368,1.6297588470749238,0,0.5128205128205128
473,14,3,0.85,0.25,0.25,4e-06,0,7.231755319818602e-07,1.370163030273171,1,0.5641025641025641
474,15,3,0.85,0.5,0.05,4e-06,0,0.0,1.6964659978336474,1,0.4358974358974359
475,16,3,0.85,0.5,0.15,4e-06,0,0.0,1.6964659978336598,1,0.46153846153846156
476,17,3,0.85,0.5,0.25,4e-06,0,0.0,1.6964659978337249,1,0.5128205128205128
477,18,3,0.95,0.1,0.05,4e-06,1,0.24651463010520674,1.4941259193343281,0,0.8717948717948718
478,19,3,0.95,0.1,0.15,4e-06,1,0.20778689400487177,1.4941259193343281,0,0.5641025641025641
479,20,3,0.95,0.1,0.25,4e-06,0,3.4511726296259245e-06,1.149997163644809,1,0.717948717948718
480,21,3,0.95,0.25,0.05,4e-06,1,0.2601767458585799,1.6574200868972866,0,0.5384615384615384
481,22,3,0.95,0.25,0.15,4e-06,1,0.24887078040808436,1.4637914081407477,0,0.5641025641025641
482,23,3,0.95,0.25,0.25,4e-06,0,7.23175529630368e-07,1.3701630302731587,1,0.4358974358974359
483,24,3,0.95,0.5,0.05,4e-06,1,0.3833482247684248,1.8130957110308608,1,0.3333333333333333
484,25,3,0.95,0.5,0.15,4e-06,1,0.3559733557350428,1.8130957110308608,1,0.38461538461538464
485,26,3,0.95,0.5,0.25,4e-06,1,0.3260541818383045,1.7589386980810897,1,0.358974358974359
486,0,2,0.7,0.1,0.05,4e-06,1,0.23221213506886856,1.2298332687615403,0,0.5897435897435898
487,1,2,0.7,0.1,0.15,4e-06,1,0.21836310129938663,1.3164111304535653,0,0.5897435897435898
488,2,2,0.7,0.1,0.25,4e-06,1,0.21886363600471692,1.2731221996075528,0,0.6153846153846154
489,3,2,0.7,0.25,0.05,4e-06,1,0.2615836845755745,1.601146101267442,0,0.5128205128205128
490,4,2,0.7,0.25,0.15,4e-06,0,0.0,1.4729266208269798,1,0.5897435897435898
491,5,2,0.7,0.25,0.25,4e-06,1,0.2474506874299257,1.633748878586993,0,0.46153846153846156
492,6,2,0.7,0.5,0.05,4e-06,0,8.74738477647241e-06,1.7994726558973522,1,0.5128205128205128
493,7,2,0.7,0.5,0.15,4e-06,1,0.24774313403447143,1.7582649856862247,1,0.5128205128205128
494,8,2,0.7,0.5,0.25,4e-06,1,0.26756989248051954,2.0522352579712173,1,0.46153846153846156
495,9,2,0.85,0.1,0.05,4e-06,1,0.2722150023831583,1.3597000612995775,0,0.6666666666666666
496,10,2,0.85,0.1,0.15,4e-06,0,5.878761184245843e-06,1.199969804180281,1,0.6666666666666666
497,11,2,0.85,0.1,0.25,4e-06,1,0.2494670295542827,1.3597000612995775,0,0.48717948717948717
498,12,2,0.85,0.25,0.05,4e-06,0,0.0,1.472926620826971,1,0.46153846153846156
499,13,2,0.85,0.25,0.15,4e-06,0,0.0,1.4729266208268812,1,0.5384615384615384
500,14,2,0.85,0.25,0.25,4e-06,1,0.2537870825352962,1.601146101267442,0,0.5384615384615384
501,15,2,0.85,0.5,0.05,4e-06,1,0.25752205541556755,1.905250121828721,1,0.41025641025641024
502,16,2,0.85,0.5,0.15,4e-06,0,8.747384676078556e-06,1.7994726558973166,1,0.46153846153846156
503,17,2,0.85,0.5,0.25,4e-06,1,0.2414625195941501,1.8758530946002216,1,0.48717948717948717
504,18,2,0.95,0.1,0.05,4e-06,1,0.3587991133417757,1.4029889921455898,0,0.8717948717948718
505,19,2,0.95,0.1,0.15,4e-06,1,0.28776126529352597,1.6194336463756513,0,0.5641025641025641
506,20,2,0.95,0.1,0.25,4e-06,0,5.878761187728696e-06,1.1999698041802835,1,0.717948717948718
507,21,2,0.95,0.25,0.05,4e-06,1,0.330905312877062,1.4381322146696862,0,0.5384615384615384
508,22,2,0.95,0.25,0.15,4e-06,1,0.3174124432600681,1.633748878586993,0,0.5641025641025641
509,23,2,0.95,0.25,0.25,4e-06,0,0.0,1.4729266208268128,1,0.4358974358974359
510,24,2,0.95,0.5,0.05,4e-06,1,0.2967963498630223,1.905250121828721,1,0.3333333333333333
511,25,2,0.95,0.5,0.15,4e-06,1,0.26460740793673465,1.7582649856862247,1,0.38461538461538464
512,26,2,0.95,0.5,0.25,4e-06,1,0.29590812243690645,1.905250121828721,1,0.358974358974359
513,0,3,0.7,0.1,0.05,4e-06,1,0.19798887546347244,1.4941259193343281,0,0.5897435897435898
514,1,3,0.7,0.1,0.15,4e-06,1,0.09305579271248239,1.4306786328675463,0,0.5897435897435898
515,2,3,0.7,0.1,0.25,4e-06,0,3.4511726296578657e-06,1.149997163644819,1,0.6410256410256411
516,3,3,0.7,0.25,0.05,4e-06,1,0.25650494696335524,1.4637914081407477,0,0.5128205128205128
517,4,3,0.7,0.25,0.15,4e-06,1,0.19608866725340654,1.602097607252561,0,0.5641025641025641
518,5,3,0.7,0.25,0.25,4e-06,1,0.16503027364378964,1.7404038063643743,0,0.46153846153846156
519,6,3,0.7,0.5,0.05,4e-06,0,0.0,1.696465997833685,1,0.5128205128205128
520,7,3,0.7,0.5,0.15,4e-06,1,0.3035345408065536,2.0026452563550614,1,0.5128205128205128
