session_id,chain_id,n,delta,mu,alpha_lr,beta_exp,D,Delta,avg_price,converged,Z_hq
71,17,2,0.85,0.5,0.25,4e-06,1,0.277857215364999,1.905250121828721,1,0.48717948717948717
72,18,2,0.95,0.1,0.05,4e-06,1,0.3123204563107596,1.3597000612995775,0,0.8717948717948718
73,19,2,0.95,0.1,0.15,4e-06,0,5.87876118777775e-06,1.1999698041802769,1,0.5897435897435898
74,20,2,0.95,0.1,0.25,4e-06,1,0.289637288190169,1.576144715529639,0,0.6923076923076923
75,21,2,0.95,0.25,0.05,4e-06,0,0.0,1.4729266208268355,1,0.5641025641025641
76,22,2,0.95,0.25,0.15,4e-06,1,0.29926753238450665,1.633748878586993,0,0.5641025641025641
77,23,2,0.95,0.25,0.25,4e-06,0,0.0,1.4729266208267937,1,0.4358974358974359
78,24,2,0.95,0.5,0.05,4e-06,0,8.747384647215324e-06,1.799472655897283,1,0.358974358974359
79,25,2,0.95,0.5,0.15,4e-06,0,8.747384676078556e-06,1.7994726558973522,1,0.41025641025641024
80,26,2,0.95,0.5,0.25,4e-06,0,8.747384673568709e-06,1.7994726558973442,1,0.38461538461538464
81,0,3,0.7,0.1,0.05,4e-06,1,0.2062731048859605,1.4624022761009374,0,0.5897435897435898
82,1,3,0.7,0.1,0.15,4e-06,1,0.10108915875844578,1.1768894870004178,0,0.5897435897435898
83,2,3,0.7,0.1,0.25,4e-06,1,0.08827991213694687,1.5892968490345014,0,0.6153846153846154
84,3,3,0.7,0.25,0.05,4e-06,1,0.25802477471348706,1.5744363674301984,0,0.5128205128205128
85,4,3,0.7,0.25,0.15,4e-06,1,0.17362800845791596,1.5191138877854733,0,0.5641025641025641
86,5,3,0.7,0.25,0.25,4e-06,1,0.1691839109115718,1.38080768867366,0,0.46153846153846156
87,6,3,0.7,0.5,0.05,4e-06,0,0.0,1.6964659978335932,1,0.5128205128205128
88,7,3,0.7,0.5,0.15,4e-06,1,0.29612692587620676,1.6777031786564323,1,0.5128205128205128
89,8,3,0.7,0.5,0.25,4e-06,1,0.24024991914066107,1.8401742175057467,1,0.46153846153846156
90,9,3,0.85,0.1,0.05,4e-06,1,0.22775170049867147,1.4306786328675463,0,0.6666666666666666
91,10,3,0.85,0.1,0.15,4e-06,1,0.13638712213485585,1.272060416700591,0,0.6410256410256411
92,11,3,0.85,0.1,0.25,4e-06,0,3.451172628763513e-06,1.1499971636447996,1,0.5128205128205128
93,12,3,0.85,0.25,0.05,4e-06,1,0.26396260606528654,1.5191138877854733,0,0.4358974358974359
94,13,3,0.85,0.25,0.15,4e-06,1,0.24377259025507414,1.38080768867366,0,0.5128205128205128
95,14,3,0.85,0.25,0.25,4e-06,1,0.17681512353680448,1.4084689284960223,0,0.5384615384615384
96,15,3,0.85,0.5,0.05,4e-06,1,0.3711957697315422,1.8130957110308612,1,0.41025641025641024
97,16,3,0.85,0.5,0.15,4e-06,1,0.35500322387304056,2.1651162952043754,1,0.4358974358974359
98,17,3,0.85,0.5,0.25,4e-06,1,0.2659491047319416,2.083880775779718,1,0.48717948717948717
99,18,3,0.95,0.1,0.05,4e-06,1,0.23574519026812954,1.4624022761009374,0,0.8717948717948718
100,19,3,0.95,0.1,0.15,4e-06,0,3.4511726330755704e-06,1.1499971636448005,1,0.5897435897435898
101,20,3,0.95,0.1,0.25,4e-06,1,0.15929829839665388,1.1768894870004178,0,0.6923076923076923
102,21,3,0.95,0.25,0.05,4e-06,1,0.2633739498914806,1.5191138877854733,0,0.5384615384615384
103,22,3,0.95,0.25,0.15,4e-06,0,7.23175530057912e-07,1.3701630302731989,1,0.5897435897435898
104,23,3,0.95,0.25,0.25,4e-06,1,0.25470989960444795,1.4637914081407477,0,0.41025641025641024
105,24,3,0.95,0.5,0.05,4e-06,0,0.0,1.6964659978335852,1,0.358974358974359
106,25,3,0.95,0.5,0.15,4e-06,0,0.0,1.6964659978336696,1,0.41025641025641024
107,26,3,0.95,0.5,0.25,4e-06,0,0.0,1.6964659978336922,1,0.38461538461538464
108,0,2,0.7,0.1,0.05,4e-06,1,0.24186622126292778,1.3597000612995773,0,0.5897435897435898
109,1,2,0.7,0.1,0.15,4e-06,0,5.8787611841477346e-06,1.1999698041802729,1,0.6153846153846154
110,2,2,0.7,0.1,0.25,4e-06,1,0.21980813773226665,1.576144715529639,0,0.6153846153846154
111,3,2,0.7,0.25,0.05,4e-06,0,0.0,1.4729266208268965,1,0.5384615384615384
112,4,2,0.7,0.25,0.15,4e-06,1,0.25858145954530165,1.4707349919892372,0,0.5641025641025641
113,5,2,0.7,0.25,0.25,4e-06,1,0.2533335889321492,1.5359405466283396,0,0.46153846153846156
114,6,2,0.7,0.5,0.05,4e-06,0,8.747384673568709e-06,1.7994726558973442,1,0.5128205128205128
115,7,2,0.7,0.5,0.15,4e-06,0,8.747384673568709e-06,1.7994726558973442,1,0.5384615384615384
116,8,2,0.7,0.5,0.25,4e-06,1,0.26926692037721556,2.081632285199716,1,0.46153846153846156
117,9,2,0.85,0.1,0.05,4e-06,1,0.3108056169284753,1.5328557846836266,0,0.6666666666666666
118,10,2,0.85,0.1,0.15,4e-06,0,5.878761191505875e-06,1.1999698041802715,1,0.6666666666666666
119,11,2,0.85,0.1,0.25,4e-06,0,5.878761184196789e-06,1.199969804180267,1,0.5128205128205128
120,12,2,0.85,0.25,0.05,4e-06,0,0.0,1.4729266208268974,1,0.46153846153846156
121,13,2,0.85,0.25,0.15,4e-06,0,0.0,1.4729266208267084,1,0.5384615384615384
122,14,2,0.85,0.25,0.25,4e-06,1,0.26592510785672213,1.633748878586993,0,0.5384615384615384
123,15,2,0.85,0.5,0.05,4e-06,0,8.74738464219563e-06,1.7994726558973142,1,0.4358974358974359
124,16,2,0.85,0.5,0.15,4e-06,0,8.747384676078556e-06,1.7994726558972929,1,0.46153846153846156
125,17,2,0.85,0.5,0.25,4e-06,0,8.747384673568709e-06,1.7994726558973244,1,0.5128205128205128
126,18,2,0.95,0.1,0.05,4e-06,1,0.3159597271734507,1.6194336463756513,0,0.8717948717948718
127,19,2,0.95,0.1,0.15,4e-06,1,0.27121898373729625,1.4029889921455898,0,0.5641025641025641
128,20,2,0.95,0.1,0.25,4e-06,1,0.2792132051546402,1.576144715529639,0,0.6923076923076923
129,21,2,0.95,0.25,0.05,4e-06,1,0.3300951255437426,1.633748878586993,0,0.5384615384615384
130,22,2,0.95,0.25,0.15,4e-06,1,0.3036337458561674,1.6663516559065439,0,0.5641025641025641
131,23,2,0.95,0.25,0.25,4e-06,0,0.0,1.4729266208268752,1,0.4358974358974359
132,24,2,0.95,0.5,0.05,4e-06,1,0.36467866553610323,2.0522352579712173,1,0.3333333333333333
133,25,2,0.95,0.5,0.15,4e-06,0,8.747384676078556e-06,1.7994726558972929,1,0.41025641025641024
134,26,2,0.95,0.5,0.25,4e-06,0,8.747384640940707e-06,1.7994726558972585,1,0.38461538461538464
135,0,3,0.7,0.1,0.05,4e-06,1,0.21219141396527152,1.398954989634155,0,0.5897435897435898
136,1,3,0.7,0.1,0.15,4e-06,1,0.10143186126722578,1.3037840599339818,0,0.5897435897435898
137,2,3,0.7,0.1,0.25,4e-06,1,0.09953165500897802,1.2403367734671997,0,0.6153846153846154
138,3,3,0.7,0.25,0.05,4e-06,1,0.2519622945026357,1.6574200868972866,0,0.5128205128205128
139,4,3,0.7,0.25,0.15,4e-06,1,0.1814584873890149,1.4084689284960226,0,0.5641025641025641
140,5,3,0.7,0.25,0.25,4e-06,1,0.16785840976270536,1.4914526479631105,0,0.46153846153846156
141,6,3,0.7,0.5,0.05,4e-06,1,0.3685236804361612,1.9214097369304042,1,0.48717948717948717
142,7,3,0.7,0.5,0.15,4e-06,0,0.0,1.696465997833629,1,0.5384615384615384
143,8,3,0.7,0.5,0.25,4e-06,0,0.0,1.6964659978335994,1,0.48717948717948717
144,9,3,0.85,0.1,0.05,4e-06,1,0.2238545423876017,1.462402276100937,0,0.6666666666666666
145,10,3,0.85,0.1,0.15,4e-06,0,3.4511726296259245e-06,1.1499971636448152,1,0.6666666666666666
146,11,3,0.85,0.1,0.25,4e-06,1,0.11579022032980851,1.272060416700591,0,0.48717948717948717
147,12,3,0.85,0.25,0.05,4e-06,1,0.24761441661026257,1.6297588470749236,0,0.4358974358974359
148,13,3,0.85,0.25,0.15,4e-06,1,0.22557869429339242,1.5467751276078356,0,0.5128205128205128
149,14,3,0.85,0.25,0.25,4e-06,1,0.18200119715423976,1.4361301683183851,0,0.5384615384615384
150,15,3,0.85,0.5,0.05,4e-06,0,0.0,1.6964659978336136,1,0.4358974358974359
151,16,3,0.85,0.5,0.15,4e-06,1,0.3517505907564774,2.0568022693048325,1,0.4358974358974359
152,17,3,0.85,0.5,0.25,4e-06,0,0.0,1.6964659978336831,1,0.5128205128205128
153,18,3,0.95,0.1,0.05,4e-06,1,0.2301224371459602,1.398954989634155,0,0.8717948717948718
154,19,3,0.95,0.1,0.15,4e-06,1,0.20032521892335278,1.3672313464007642,0,0.5641025641025641
155,20,3,0.95,0.1,0.25,4e-06,1,0.15682885858491638,1.4306786328675463,0,0.6923076923076923
156,21,3,0.95,0.25,0.05,4e-06,0,7.231755363641867e-07,1.3701630302731476,1,0.5641025641025641
157,22,3,0.95,0.25,0.15,4e-06,1,0.2411887947530182,1.4361301683183854,0,0.5641025641025641
158,23,3,0.95,0.25,0.25,4e-06,0,7.231755362573007e-07,1.3701630302732042,1,0.4358974358974359
159,24,3,0.95,0.5,0.05,4e-06,1,0.3640272115933156,2.029723762829947,1,0.3333333333333333
160,25,3,0.95,0.5,0.15,4e-06,0,0.0,1.6964659978337513,1,0.41025641025641024
161,26,3,0.95,0.5,0.25,4e-06,1,0.29941590861446327,2.0568022693048325,1,0.358974358974359
162,0,2,0.7,0.1,0.05,4e-06,0,5.87876118409868e-06,1.1999698041802804,1,0.6153846153846154
163,1,2,0.7,0.1,0.15,4e-06,0,5.878761187924913e-06,1.1999698041802782,1,0.6153846153846154
164,2,2,0.7,0.1,0.25,4e-06,0,5.87876118777775e-06,1.199969804180276,1,0.6410256410256411
165,3,2,0.7,0.25,0.05,4e-06,1,0.3052831646588259,1.5685433239478908,0,0.5128205128205128
166,4,2,0.7,0.25,0.15,4e-06,1,0.2466193481164101,1.6011461012674417,0,0.5641025641025641
167,5,2,0.7,0.25,0.25,4e-06,0,0.0,1.4729266208268936,1,0.48717948717948717
168,6,2,0.7,0.5,0.05,4e-06,0,8.747384673568709e-06,1.7994726558973442,1,0.5128205128205128
169,7,2,0.7,0.5,0.15,4e-06,1,0.2440265395025058,1.787662012914724,1,0.5128205128205128
170,8,2,0.7,0.5,0.25,4e-06,0,8.747384607057781e-06,1.7994726558972791,1,0.48717948717948717
171,9,2,0.85,0.1,0.05,4e-06,1,0.27000110586606124,1.3164111304535653,0,0.6666666666666666
172,10,2,0.85,0.1,0.15,4e-06,1,0.2621744622399727,1.2298332687615403,0,0.6410256410256411
173,11,2,0.85,0.1,0.25,4e-06,1,0.2316764690550101,1.1432554070695158,0,0.48717948717948717
174,12,2,0.85,0.25,0.05,4e-06,0,0.0,1.472926620826986,1,0.46153846153846156
175,13,2,0.85,0.25,0.15,4e-06,1,0.3165627427448203,1.5685433239478908,0,0.5128205128205128
176,14,2,0.85,0.25,0.25,4e-06,0,0.0,1.4729266208268035,1,0.5641025641025641
177,15,2,0.85,0.5,0.05,4e-06,0,8.747384673568709e-06,1.7994726558973244,1,0.4358974358974359
178,16,2,0.85,0.5,0.15,4e-06,1,0.24732314623656615,1.905250121828721,1,0.4358974358974359
179,17,2,0.85,0.5,0.25,4e-06,1,0.2728643795098332,1.8464560673717223,1,0.48717948717948717
180,18,2,0.95,0.1,0.05,4e-06,1,0.36598574790636573,1.4895668538376143,0,0.8717948717948718
181,19,2,0.95,0.1,0.15,4e-06,1,0.2836152525228268,1.5328557846836266,0,0.5641025641025641
182,20,2,0.95,0.1,0.25,4e-06,0,5.878761187532479e-06,1.199969804180271,1,0.717948717948718
183,21,2,0.95,0.25,0.05,4e-06,0,0.0,1.4729266208269292,1,0.5641025641025641
184,22,2,0.95,0.25,0.15,4e-06,1,0.25050334238674005,1.5359405466283396,0,0.5641025641025641
185,23,2,0.95,0.25,0.25,4e-06,0,0.0,1.4729266208267209,1,0.4358974358974359
186,24,2,0.95,0.5,0.05,4e-06,0,8.747384676078556e-06,1.7994726558973522,1,0.358974358974359
187,25,2,0.95,0.5,0.15,4e-06,1,0.24205525530350516,2.022838230742718,1,0.38461538461538464
188,26,2,0.95,0.5,0.25,4e-06,1,0.30318691061444164,1.9346471490572201,1,0.358974358974359
189,0,3,0.7,0.1,0.05,4e-06,1,0.20627055939743016,1.3672313464007642,0,0.5897435897435898
190,1,3,0.7,0.1,0.15,4e-06,1,0.10198216311203007,1.335507703167373,0,0.5897435897435898
191,2,3,0.7,0.1,0.25,4e-06,1,0.09557561908505709,1.2086131302338086,0,0.6153846153846154
192,3,3,0.7,0.25,0.05,4e-06,1,0.26284297026922954,1.4361301683183854,0,0.5128205128205128
193,4,3,0.7,0.25,0.15,4e-06,0,7.231755553898964e-07,1.3701630302731733,1,0.5897435897435898
194,5,3,0.7,0.25,0.25,4e-06,1,0.16775840502617698,1.5467751276078356,0,0.46153846153846156
195,6,3,0.7,0.5,0.05,4e-06,1,0.37084618634053834,1.8943312304555182,1,0.48717948717948717
196,7,3,0.7,0.5,0.15,4e-06,0,0.0,1.6964659978337548,1,0.5384615384615384
197,8,3,0.7,0.5,0.25,4e-06,0,0.0,1.6964659978336034,1,0.48717948717948717
198,9,3,0.85,0.1,0.05,4e-06,0,3.4511726320853944e-06,1.1499971636448048,1,0.6923076923076923
199,10,3,0.85,0.1,0.15,4e-06,1,0.1396305978929645,1.4941259193343281,0,0.6410256410256411
200,11,3,0.85,0.1,0.25,4e-06,0,3.4511726332672175e-06,1.1499971636448196,1,0.5128205128205128
201,12,3,0.85,0.25,0.05,4e-06,1,0.2600252211136782,1.5191138877854733,0,0.4358974358974359
202,13,3,0.85,0.25,0.15,4e-06,1,0.22667109208171965,1.4361301683183854,0,0.5128205128205128
203,14,3,0.85,0.25,0.25,4e-06,1,0.16207250438741605,1.768065046186737,0,0.5384615384615384
204,15,3,0.85,0.5,0.05,4e-06,1,0.35978724594379186,1.6777031786564323,1,0.41025641025641024
205,16,3,0.85,0.5,0.15,4e-06,1,0.35262942560087696,1.8672527239806325,1,0.4358974358974359
206,17,3,0.85,0.5,0.25,4e-06,1,0.24536552919899898,1.8130957110308608,1,0.48717948717948717
207,18,3,0.95,0.1,0.05,4e-06,1,0.22921282988592323,1.3037840599339818,0,0.8717948717948718
208,19,3,0.95,0.1,0.15,4e-06,1,0.20611199975396421,1.6527441355012833,0,0.5641025641025641
209,20,3,0.95,0.1,0.25,4e-06,1,0.15977697973425747,1.335507703167373,0,0.6923076923076923
210,21,3,0.95,0.25,0.05,4e-06,1,0.25629874406168,1.4084689284960223,0,0.5384615384615384
211,22,3,0.95,0.25,0.15,4e-06,0,7.231755226827773e-07,1.370163030273187,1,0.5897435897435898
212,23,3,0.95,0.25,0.25,4e-06,1,0.24497594030728842,1.4361301683183851,0,0.41025641025641024
213,24,3,0.95,0.5,0.05,4e-06,0,0.0,1.6964659978336236,1,0.358974358974359
214,25,3,0.95,0.5,0.15,4e-06,1,0.3521001904868324,1.8943312304555182,1,0.38461538461538464
215,26,3,0.95,0.5,0.25,4e-06,0,0.0,1.696465997833604,1,0.38461538461538464
216,0,2,0.7,0.1,0.05,4e-06,0,5.878761184245843e-06,1.1999698041802753,1,0.6153846153846154
217,1,2,0.7,0.1,0.15,4e-06,0,5.87876118777775e-06,1.199969804180276,1,0.6153846153846154
218,2,2,0.7,0.1,0.25,4e-06,0,5.878761187581533e-06,1.1999698041802782,1,0.6410256410256411
219,3,2,0.7,0.25,0.05,4e-06,1,0.2704168593875246,1.698954433226095,0,0.5128205128205128
220,4,2,0.7,0.25,0.15,4e-06,0,0.0,1.4729266208269451,1,0.5897435897435898
221,5,2,0.7,0.25,0.25,4e-06,0,0.0,1.4729266208268146,1,0.48717948717948717
222,6,2,0.7,0.5,0.05,4e-06,0,8.747384610822551e-06,1.7994726558973364,1,0.5128205128205128
223,7,2,0.7,0.5,0.15,4e-06,0,8.747384619607013e-06,1.799472655897329,1,0.5384615384615384
224,8,2,0.7,0.5,0.25,4e-06,1,0.2536903894851755,1.905250121828721,1,0.46153846153846156
225,9,2,0.85,0.1,0.05,4e-06,1,0.2771715078369867,1.3597000612995775,0,0.6666666666666666
226,10,2,0.85,0.1,0.15,4e-06,0,5.8787611876305875e-06,1.1999698041802822,1,0.6666666666666666
227,11,2,0.85,0.1,0.25,4e-06,0,5.878761187581533e-06,1.1999698041802782,1,0.5128205128205128
228,12,2,0.85,0.25,0.05,4e-06,0,0.0,1.4729266208268346,1,0.46153846153846156
229,13,2,0.85,0.25,0.15,4e-06,0,0.0,1.4729266208267913,1,0.5384615384615384
230,14,2,0.85,0.25,0.25,4e-06,0,0.0,1.472926620826828,1,0.5641025641025641
231,15,2,0.85,0.5,0.05,4e-06,1,0.2603112644859261,1.8464560673717223,1,0.41025641025641024
232,16,2,0.85,0.5,0.15,4e-06,0,8.747384673568709e-06,1.7994726558974035,1,0.46153846153846156
233,17,2,0.85,0.5,0.25,4e-06,0,8.747384647215324e-06,1.7994726558973948,1,0.5128205128205128
234,18,2,0.95,0.1,0.05,4e-06,1,0.34152633838752056,1.4895668538376143,0,0.8717948717948718
235,19,2,0.95,0.1,0.15,4e-06,0,5.8787611841477346e-06,1.1999698041802809,1,0.5897435897435898
236,20,2,0.95,0.1,0.25,4e-06,0,5.878761187924913e-06,1.1999698041802735,1,0.717948717948718
237,21,2,0.95,0.25,0.05,4e-06,0,0.0,1.472926620826752,1,0.5641025641025641
238,22,2,0.95,0.25,0.15,4e-06,0,0.0,1.472926620826934,1,0.5897435897435898
239,23,2,0.95,0.25,0.25,4e-06,0,0.0,1.4729266208267808,1,0.4358974358974359
240,24,2,0.95,0.5,0.05,4e-06,0,8.747384810355336e-06,1.7994726558973313,1,0.358974358974359
241,25,2,0.95,0.5,0.15,4e-06,1,0.23242407477285223,2.022838230742718,1,0.38461538461538464
242,26,2,0.95,0.5,0.25,4e-06,1,0.29073337698138474,1.8758530946002216,1,0.358974358974359
243,0,3,0.7,0.1,0.05,4e-06,1,0.1950353530378492,1.2403367734672,0,0.5897435897435898
244,1,3,0.7,0.1,0.15,4e-06,1,0.10159769136787757,1.1134422005336357,0,0.5897435897435898
245,2,3,0.7,0.1,0.25,4e-06,1,0.09399160918558425,1.1768894870004178,0,0.6153846153846154
246,3,3,0.7,0.25,0.05,4e-06,0,7.231755253549276e-07,1.3701630302731704,1,0.5384615384615384
247,4,3,0.7,0.25,0.15,4e-06,1,0.18531783037800192,1.5467751276078356,0,0.5641025641025641
248,5,3,0.7,0.25,0.25,4e-06,1,0.16868471033884067,1.4637914081407477,0,0.46153846153846156
249,6,3,0.7,0.5,0.05,4e-06,1,0.3618254842221747,1.8401742175057467,1,0.48717948717948717
250,7,3,0.7,0.5,0.15,4e-06,1,0.3158169924245812,1.7860172045559752,1,0.5128205128205128
251,8,3,0.7,0.5,0.25,4e-06,1,0.22848679333301314,1.9484882434052897,1,0.46153846153846156
252,9,3,0.85,0.1,0.05,4e-06,1,0.23418469158398444,1.3672313464007642,0,0.6666666666666666
253,10,3,0.85,0.1,0.15,4e-06,1,0.13336662937426763,1.335507703167373,0,0.6410256410256411
254,11,3,0.85,0.1,0.25,4e-06,0,3.4511726296259245e-06,1.149997163644809,1,0.5128205128205128
255,12,3,0.85,0.25,0.05,4e-06,1,0.26629962047699185,1.685081326719649,0,0.4358974358974359
256,13,3,0.85,0.25,0.15,4e-06,1,0.22678277901430383,1.4914526479631103,0,0.5128205128205128
257,14,3,0.85,0.25,0.25,4e-06,0,7.231755324094043e-07,1.3701630302730716,1,0.5641025641025641
258,15,3,0.85,0.5,0.05,4e-06,0,0.0,1.6964659978336714,1,0.4358974358974359
259,16,3,0.85,0.5,0.15,4e-06,0,0.0,1.6964659978336598,1,0.46153846153846156
